CaseID,Activity,Timestamp,Axis_X,Axis_Y,Quadrant,Activity_Q,ActXPosition,Distance_명령값,Velocity,Accel,O2_ratio
12,Melting Layer(Poly),2023-10-14 09:31:13.573,-2.98965454101563,4.64277648925781,2.0,Melting Layer(Poly)_2,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,2.08955383300781,1.7098388671875,1.0,Melting Layer(Poly)_1,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,-1.94439697265625,-3.37930297851563,3.0,Melting Layer(Poly)_3,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,3.29054260253906,0.789230346679688,1.0,Melting Layer(Poly)_1,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,0.74468994140625,2.48625183105469,1.0,Melting Layer(Poly)_1,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,3.43441772460938,-0.273330688476563,4.0,Melting Layer(Poly)_4,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,-0.599533081054688,-2.60289001464844,3.0,Melting Layer(Poly)_3,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,-2.98965454101563,-3.98268127441406,3.0,Melting Layer(Poly)_3,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,-0.599853515625,3.26266479492188,2.0,Melting Layer(Poly)_2,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,3.43441772460938,0.93310546875,1.0,Melting Layer(Poly)_1,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.573,0.74468994140625,-1.82647705078125,4.0,Melting Layer(Poly)_4,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.574,3.29054260253906,-0.12945556640625,4.0,Melting Layer(Poly)_4,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.574,-1.94471740722656,4.03907775878906,2.0,Melting Layer(Poly)_2,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.574,2.08955383300781,-1.04974365234375,4.0,Melting Layer(Poly)_4,,,,,
12,Melting Layer(Poly),2023-10-14 09:31:13.574,4.47999572753906,0.329727172851563,1.0,Melting Layer(Poly)_1,,,,,
12,Laser Layer 완료,2023-10-14 09:31:13.787,,,,,,,,,
13,Bulid,2023-10-14 09:31:13.970,,,,,0,300,800,3000,
13,Blade_1,2023-10-14 09:31:21.119,,,,,0,0,1000,4000,
13,Left,2023-10-14 09:31:21.989,,,,,0,100,800,3000,
13,Blade_2,2023-10-14 09:31:29.138,,,,,300,6400,1000,4000,
13,Melting Layer,2023-10-14 09:31:29.638,,,,,,,,,0.03
13,Melting Layer(Poly),2023-10-14 09:31:29.697,-2.98965454101563,4.64277648925781,2.0,Melting Layer(Poly)_2,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,2.08955383300781,1.7098388671875,1.0,Melting Layer(Poly)_1,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,-1.94439697265625,-3.37930297851563,3.0,Melting Layer(Poly)_3,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,3.29054260253906,0.789230346679688,1.0,Melting Layer(Poly)_1,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,0.74468994140625,2.48625183105469,1.0,Melting Layer(Poly)_1,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,3.43441772460938,-0.273330688476563,4.0,Melting Layer(Poly)_4,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,-0.599533081054688,-2.60289001464844,3.0,Melting Layer(Poly)_3,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,-2.98965454101563,-3.98268127441406,3.0,Melting Layer(Poly)_3,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,-0.599853515625,3.26266479492188,2.0,Melting Layer(Poly)_2,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,3.43441772460938,0.93310546875,1.0,Melting Layer(Poly)_1,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.697,0.74468994140625,-1.82647705078125,4.0,Melting Layer(Poly)_4,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.698,3.29054260253906,-0.12945556640625,4.0,Melting Layer(Poly)_4,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.698,-1.94471740722656,4.03907775878906,2.0,Melting Layer(Poly)_2,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.698,2.08955383300781,-1.04974365234375,4.0,Melting Layer(Poly)_4,,,,,
13,Melting Layer(Poly),2023-10-14 09:31:29.698,4.47999572753906,0.329727172851563,1.0,Melting Layer(Poly)_1,,,,,
13,Laser Layer 완료,2023-10-14 09:31:29.910,,,,,,,,,
14,Bulid,2023-10-14 09:31:30.093,,,,,0,330,800,3000,
